sale_id,order_id,date_id,product_id,customer_id,store_id,quantity,unit_price,discount,total_amount,payment_method,device_type
8892,3428,20260318,38,1636,92,2,807.12,0.05,1533.53,Credit Card,Desktop
8893,496,20260408,11,1581,16,3,377.07,0.21,893.66,PayPal,Desktop
8894,2482,20260208,39,1990,78,4,679.53,0.01,2690.94,Credit Card,Mobile
8895,2980,20261116,18,1071,56,2,868.41,0.16,1458.93,Credit Card,Mobile
8896,3616,20261217,21,1861,67,3,129.17,0.0,387.51,Credit Card,Desktop
8897,3661,20260827,38,189,22,2,874.39,0.03,1696.32,Credit Card,Desktop
8898,2095,20260624,31,1245,47,4,849.31,0.17,2819.71,PayPal,Desktop
8899,1024,20260426,21,1487,36,3,545.62,0.09,1489.54,Debit Card,Mobile
8900,788,20261114,47,1392,7,4,446.48,0.05,1696.62,Credit Card,Mobile
8901,3195,20260816,44,1994,45,4,271.42,0.06,1020.54,Debit Card,Mobile
8902,2205,20260923,46,26,94,4,116.27,0.02,455.78,Debit Card,Desktop
8903,2157,20261004,12,841,9,3,265.03,0.23,612.22,Debit Card,Desktop
8904,1456,20260723,24,918,45,1,301.06,0.23,231.82,Credit Card,Mobile
8905,1681,20260201,28,1956,72,3,895.87,0.28,1935.08,PayPal,Desktop
8906,1308,20260608,29,1915,10,4,855.85,0.05,3252.23,Debit Card,Mobile
8907,2539,20260401,7,1392,52,3,999.31,0.1,2698.14,Debit Card,Mobile
8908,1129,20261108,29,516,2,4,828.37,0.17,2750.19,Credit Card,Desktop
8909,1709,20261010,34,1766,37,1,664.3,0.25,498.22,PayPal,Mobile
8910,1356,20260816,50,347,68,2,812.1,0.11,1445.54,Credit Card,Mobile
8911,772,20260521,3,2000,67,1,77.75,0.26,57.53,PayPal,Mobile
8912,2378,20260311,19,399,79,1,203.99,0.29,144.83,Debit Card,Mobile
8913,609,20260610,43,506,74,2,983.68,0.03,1908.34,Debit Card,Mobile
8914,2415,20260608,4,127,73,3,679.77,0.2,1631.45,Debit Card,Mobile
8915,2979,20260304,17,1278,82,2,469.75,0.14,807.97,Credit Card,Mobile
8916,1516,20260918,7,230,1,3,242.49,0.09,662.0,PayPal,Desktop
8917,2798,20261225,12,1817,38,3,845.91,0.14,2182.45,PayPal,Mobile
8918,2495,20260207,15,1628,39,4,765.12,0.17,2540.2,PayPal,Desktop
8919,1697,20261126,10,1246,61,4,579.43,0.14,1993.24,Debit Card,Desktop
8920,2847,20260814,30,301,16,2,626.46,0.27,914.63,PayPal,Desktop
8921,2871,20261011,44,1932,18,1,216.82,0.19,175.62,Debit Card,Mobile
8922,1037,20260129,26,596,23,2,434.16,0.15,738.07,PayPal,Desktop
8923,3822,20260507,25,391,87,3,335.99,0.2,806.38,Debit Card,Desktop
8924,882,20260409,24,591,94,4,142.28,0.03,552.05,PayPal,Mobile
8925,1310,20260610,27,1625,38,2,583.56,0.14,1003.72,Debit Card,Mobile
8926,453,20260303,48,766,50,2,245.23,0.27,358.04,Credit Card,Mobile
8927,965,20260804,43,1485,19,4,525.07,0.07,1953.26,PayPal,Mobile
8928,3502,20261229,34,1989,38,4,327.22,0.13,1138.73,Debit Card,Desktop
8929,3332,20260602,50,1083,6,4,81.87,0.04,314.38,PayPal,Mobile
8930,1980,20260921,7,1601,63,3,503.83,0.19,1224.31,PayPal,Mobile
8931,1306,20261004,45,328,63,4,808.71,0.17,2684.92,Debit Card,Mobile
8932,2021,20260207,21,1439,2,1,391.0,0.27,285.43,Debit Card,Mobile
8933,979,20260806,12,73,39,2,128.68,0.3,180.15,Credit Card,Desktop
8934,795,20260508,25,353,83,4,786.0,0.25,2358.0,PayPal,Mobile
8935,2382,20261125,30,1154,80,4,850.04,0.22,2652.12,Credit Card,Mobile
8936,1723,20260212,25,185,97,3,251.53,0.14,648.95,PayPal,Desktop
8937,2416,20260823,28,1612,77,3,902.91,0.17,2248.25,Debit Card,Mobile
8938,388,20260714,49,555,9,2,214.51,0.11,381.83,Debit Card,Mobile
8939,2020,20260728,3,112,57,1,680.83,0.11,605.94,Credit Card,Mobile
8940,300,20260226,43,1488,18,2,998.65,0.04,1917.41,Credit Card,Desktop
8941,3644,20260305,42,1962,3,4,784.32,0.24,2384.33,PayPal,Desktop
8942,1757,20260320,31,417,33,1,485.76,0.03,471.19,PayPal,Mobile
8943,2000,20261011,34,849,95,1,846.88,0.04,813.0,Credit Card,Desktop
8944,1230,20260914,35,714,84,1,851.93,0.0,851.93,Credit Card,Mobile
8945,1547,20260109,33,1673,61,1,437.35,0.04,419.86,Credit Card,Desktop
8946,2774,20260107,33,935,62,2,151.07,0.08,277.97,Credit Card,Desktop
8947,3053,20260927,9,1556,64,3,665.69,0.29,1417.92,PayPal,Mobile
8948,958,20260316,14,1471,73,3,703.03,0.18,1729.45,PayPal,Mobile
8949,2369,20261030,14,860,65,4,516.92,0.22,1612.79,Debit Card,Desktop
8950,3726,20260323,47,274,91,3,161.7,0.02,475.4,Debit Card,Mobile
8951,554,20260104,34,1458,20,3,608.33,0.02,1788.49,Debit Card,Desktop
8952,783,20260611,39,1161,72,3,408.68,0.27,895.01,PayPal,Mobile
8953,1914,20260909,15,1921,21,3,456.47,0.19,1109.22,Debit Card,Desktop
8954,1844,20260324,29,434,4,4,463.88,0.12,1632.86,Credit Card,Desktop
8955,561,20260310,32,1383,79,2,829.09,0.1,1492.36,PayPal,Desktop
8956,1875,20260503,5,1434,95,1,318.5,0.3,222.95,PayPal,Desktop
8957,1786,20260314,17,985,68,3,779.01,0.15,1986.48,PayPal,Desktop
8958,1573,20260925,17,1987,16,2,462.54,0.19,749.31,Credit Card,Mobile
8959,3734,20261229,50,91,93,3,72.16,0.12,190.5,Credit Card,Desktop
8960,829,20260315,47,727,53,3,634.57,0.1,1713.34,Credit Card,Mobile
8961,59,20260208,26,1136,10,1,674.36,0.24,512.51,Credit Card,Desktop
8962,3052,20261117,24,1407,1,1,371.79,0.18,304.87,Credit Card,Desktop
8963,703,20260422,15,973,42,1,698.07,0.04,670.15,Credit Card,Desktop
8964,758,20261120,47,859,2,3,329.22,0.05,938.28,Credit Card,Desktop
8965,2873,20261014,12,581,8,3,310.39,0.12,819.43,Debit Card,Mobile
8966,1061,20260820,46,731,68,3,823.3,0.18,2025.32,Debit Card,Mobile
8967,2615,20260315,5,89,96,1,252.97,0.01,250.44,Debit Card,Desktop
8968,1844,20260606,20,218,48,4,89.42,0.01,354.1,PayPal,Desktop
8969,1176,20260911,47,47,82,2,629.92,0.2,1007.87,PayPal,Desktop
8970,3096,20261226,42,1987,83,4,309.55,0.03,1201.05,Debit Card,Mobile
8971,1060,20260821,20,1184,49,3,365.39,0.29,778.28,PayPal,Mobile
8972,3268,20261021,8,1168,51,3,223.54,0.09,610.26,Debit Card,Mobile
8973,1158,20260522,50,401,52,4,730.06,0.02,2861.84,Debit Card,Desktop
8974,2918,20260615,28,104,7,3,125.28,0.3,263.09,PayPal,Mobile
8975,3985,20261229,22,1862,92,2,181.1,0.13,315.11,Debit Card,Desktop
8976,551,20261102,20,470,36,3,637.72,0.13,1664.45,PayPal,Mobile
8977,267,20260826,20,1071,87,2,798.32,0.3,1117.65,PayPal,Mobile
8978,1477,20261003,47,1331,72,4,629.83,0.28,1813.91,Debit Card,Mobile
8979,3939,20260602,8,1418,10,4,437.0,0.05,1660.6,PayPal,Mobile
8980,1485,20261215,31,564,12,3,412.39,0.14,1063.97,Credit Card,Mobile
8981,2779,20260918,17,547,40,2,499.75,0.15,849.57,Debit Card,Mobile
8982,261,20261003,15,1834,78,3,417.69,0.09,1140.29,Credit Card,Desktop
8983,1671,20260119,9,1461,94,1,562.85,0.15,478.42,PayPal,Mobile
8984,1973,20260612,7,577,24,1,741.57,0.1,667.41,Debit Card,Mobile
8985,341,20261028,47,375,91,1,257.0,0.03,249.29,Credit Card,Mobile
8986,1373,20260621,15,1945,43,1,796.56,0.17,661.14,Credit Card,Mobile
8987,1698,20260528,26,1428,23,3,163.32,0.26,362.57,PayPal,Mobile
8988,1690,20260806,49,1879,98,1,583.56,0.1,525.2,Credit Card,Mobile
8989,3258,20261229,20,141,9,2,194.64,0.16,327.0,Credit Card,Mobile
8990,139,20261122,10,1601,49,4,175.04,0.03,679.16,Credit Card,Desktop
8991,620,20260709,30,1899,89,4,878.94,0.08,3234.5,Debit Card,Mobile
8992,1277,20261127,23,280,67,1,309.31,0.27,225.8,PayPal,Desktop
8993,3856,20260728,33,44,80,1,325.72,0.13,283.38,Credit Card,Desktop
8994,114,20261116,22,1441,14,1,708.76,0.05,673.32,PayPal,Desktop
8995,385,20260531,13,996,19,3,747.02,0.12,1972.13,PayPal,Mobile
8996,1241,20260224,17,1144,69,4,171.24,0.06,643.86,Debit Card,Mobile
8997,2492,20260801,21,753,35,1,452.09,0.01,447.57,PayPal,Desktop
8998,3151,20261016,41,1893,77,2,718.66,0.22,1121.11,Debit Card,Desktop
8999,3301,20260405,49,1002,5,1,863.76,0.1,777.38,Credit Card,Desktop
9000,1163,20260730,13,1801,19,4,182.54,0.21,576.83,PayPal,Mobile
9001,2893,20261230,6,873,6,1,935.04,0.16,785.43,PayPal,Desktop
9002,2966,20260402,21,1491,96,4,634.14,0.07,2359.0,PayPal,Desktop
9003,3248,20260216,7,18,99,1,235.02,0.03,227.97,Credit Card,Mobile
9004,2343,20260911,44,304,16,2,295.01,0.19,477.92,Credit Card,Mobile
9005,2100,20261114,50,792,5,1,448.44,0.18,367.72,Credit Card,Desktop
9006,3792,20260827,6,742,47,2,851.83,0.1,1533.29,Debit Card,Desktop
9007,2801,20260312,19,1018,54,2,994.93,0.06,1870.47,Debit Card,Desktop
9008,3420,20261227,22,936,66,1,635.84,0.22,495.96,Debit Card,Mobile
9009,2256,20261024,2,1202,41,2,369.46,0.18,605.91,PayPal,Mobile
9010,3365,20260703,9,799,52,3,407.29,0.26,904.18,Credit Card,Desktop
9011,3493,20260219,16,52,66,1,102.01,0.03,98.95,Debit Card,Mobile
9012,665,20260503,18,841,62,1,265.56,0.25,199.17,Debit Card,Desktop
9013,2674,20261207,36,1887,58,2,643.1,0.13,1118.99,PayPal,Mobile
9014,2081,20260806,4,1276,85,2,942.42,0.03,1828.29,Credit Card,Mobile
9015,2516,20260829,47,889,64,1,672.97,0.27,491.27,Credit Card,Mobile
9016,1439,20260526,8,699,81,3,781.4,0.16,1969.13,Debit Card,Mobile
9017,3249,20260414,37,190,57,2,295.32,0.3,413.45,Credit Card,Mobile
9018,1404,20260128,32,1976,81,2,271.58,0.19,439.96,Credit Card,Desktop
9019,3822,20261001,42,1630,40,4,265.6,0.07,988.03,PayPal,Desktop
9020,1536,20260506,4,880,27,3,644.53,0.09,1759.57,Debit Card,Desktop
9021,2822,20260417,12,1039,52,3,585.66,0.26,1300.17,PayPal,Mobile
9022,3751,20260712,15,516,87,1,938.15,0.2,750.52,Credit Card,Mobile
9023,3240,20260706,7,1331,52,3,180.08,0.13,470.01,Debit Card,Mobile
9024,2892,20260809,15,1704,4,1,951.89,0.09,866.22,Debit Card,Desktop
9025,1744,20260201,24,205,36,4,763.64,0.12,2688.01,PayPal,Mobile
9026,1869,20260717,10,695,53,3,862.18,0.17,2146.83,Credit Card,Mobile
9027,606,20260119,44,318,36,2,109.33,0.24,166.18,Credit Card,Mobile
9028,2882,20260831,13,879,63,4,500.01,0.11,1780.04,Credit Card,Mobile
9029,643,20261229,5,214,44,1,509.34,0.09,463.5,Credit Card,Mobile
9030,2565,20261222,11,1678,56,4,802.81,0.17,2665.33,PayPal,Mobile
9031,162,20260803,31,390,79,1,56.79,0.18,46.57,PayPal,Desktop
9032,3268,20260706,16,1291,73,4,145.15,0.03,563.18,PayPal,Desktop
9033,797,20261005,22,1219,38,1,544.36,0.23,419.16,Credit Card,Mobile
9034,3556,20260426,23,776,98,3,59.08,0.24,134.7,Debit Card,Desktop
9035,2005,20260610,3,1245,51,2,286.78,0.28,412.96,Debit Card,Mobile
9036,3178,20260311,24,140,56,1,398.8,0.06,374.87,Credit Card,Mobile
9037,333,20260226,20,543,17,4,196.64,0.23,605.65,PayPal,Mobile
9038,3445,20261005,18,117,32,1,927.12,0.09,843.68,Credit Card,Desktop
9039,1029,20260520,12,318,47,1,147.51,0.08,135.71,Debit Card,Mobile
9040,751,20260311,41,20,61,1,524.4,0.27,382.81,Debit Card,Desktop
9041,2122,20260210,25,336,78,4,687.26,0.09,2501.63,PayPal,Desktop
9042,2612,20260918,33,1816,37,2,844.69,0.3,1182.57,Debit Card,Mobile
9043,2344,20260924,48,256,81,3,159.65,0.05,455.0,Debit Card,Desktop
9044,3676,20260130,45,1779,99,2,865.17,0.21,1366.97,Credit Card,Mobile
9045,272,20260805,31,297,10,1,564.9,0.13,491.46,Debit Card,Mobile
9046,3632,20260930,30,1972,97,4,868.37,0.19,2813.52,Debit Card,Desktop
9047,2815,20260122,16,1316,12,2,108.98,0.1,196.16,PayPal,Mobile
9048,1226,20260307,38,1984,24,1,205.19,0.25,153.89,Credit Card,Mobile
9049,3189,20260815,44,1297,86,3,206.99,0.19,502.99,Debit Card,Mobile
9050,1248,20260424,31,870,84,3,528.48,0.27,1157.37,Debit Card,Desktop
9051,3476,20260404,21,409,94,3,724.6,0.06,2043.37,Debit Card,Desktop
9052,2624,20261127,27,1554,57,1,331.17,0.05,314.61,Credit Card,Desktop
9053,1409,20260528,8,588,46,4,570.98,0.07,2124.05,Debit Card,Desktop
9054,938,20260310,33,1946,47,2,420.3,0.1,756.54,Debit Card,Desktop
9055,2415,20261005,7,1504,82,3,525.16,0.3,1102.84,PayPal,Mobile
9056,2802,20260423,17,561,96,1,934.46,0.14,803.64,PayPal,Desktop
9057,3109,20261012,50,1671,14,1,367.65,0.21,290.44,Credit Card,Mobile
9058,3360,20260425,14,297,95,2,882.74,0.24,1341.76,Credit Card,Mobile
9059,415,20260223,49,1606,83,3,862.34,0.23,1992.01,Debit Card,Desktop
9060,3239,20260313,37,934,27,1,388.64,0.03,376.98,PayPal,Mobile
9061,2713,20261124,39,1060,82,2,78.61,0.24,119.49,Credit Card,Mobile
9062,3306,20260218,10,1338,65,4,186.31,0.1,670.72,Credit Card,Mobile
9063,3496,20260129,49,1792,79,4,907.74,0.09,3304.17,PayPal,Desktop
9064,2142,20260208,19,76,36,4,904.73,0.11,3220.84,Credit Card,Mobile
9065,1682,20260130,22,1064,84,3,564.68,0.11,1507.7,Credit Card,Desktop
9066,1549,20260417,10,300,31,2,641.03,0.29,910.26,Credit Card,Mobile
9067,1432,20260717,18,1163,88,2,312.21,0.13,543.25,Debit Card,Desktop
9068,3707,20260704,10,31,47,1,710.61,0.27,518.75,Debit Card,Desktop
9069,1509,20260127,30,1232,12,1,494.15,0.06,464.5,Debit Card,Mobile
9070,3559,20261205,31,1843,62,1,661.3,0.2,529.04,Credit Card,Desktop
9071,3777,20261107,9,82,78,2,172.2,0.06,323.74,PayPal,Desktop
9072,3633,20260802,9,697,5,1,189.04,0.3,132.33,Debit Card,Mobile
9073,3496,20260205,36,583,6,2,178.53,0.01,353.49,Debit Card,Desktop
9074,1962,20260923,9,1392,40,2,536.2,0.04,1029.5,PayPal,Desktop
9075,2028,20261031,33,1798,43,4,636.15,0.26,1883.0,PayPal,Desktop
9076,841,20260916,18,109,45,1,831.34,0.28,598.56,Credit Card,Desktop
9077,1867,20260903,1,1385,25,4,990.61,0.12,3486.95,Debit Card,Mobile
9078,1948,20260815,10,1138,6,3,587.38,0.12,1550.68,Credit Card,Desktop
9079,2356,20260815,37,1181,33,3,886.85,0.21,2101.83,PayPal,Desktop
9080,792,20260709,22,990,68,3,834.65,0.03,2428.83,Credit Card,Mobile
9081,3672,20260411,40,1515,60,2,657.85,0.08,1210.44,Credit Card,Mobile
9082,577,20260606,40,755,87,2,96.29,0.05,182.95,Credit Card,Desktop
9083,3498,20260609,31,1628,63,2,343.49,0.08,632.02,Debit Card,Desktop
9084,498,20260623,33,1099,30,1,591.57,0.17,491.0,Debit Card,Mobile
9085,2147,20261005,46,1533,8,4,601.11,0.16,2019.73,PayPal,Mobile
9086,1168,20260327,19,1484,68,2,68.73,0.18,112.72,Credit Card,Desktop
9087,531,20260701,22,1710,91,4,953.34,0.11,3393.89,Credit Card,Mobile
9088,1439,20261117,21,284,42,4,223.36,0.29,634.34,Credit Card,Mobile
9089,3258,20260409,30,1890,26,4,98.25,0.17,326.19,PayPal,Desktop
9090,3945,20260729,34,971,8,1,98.17,0.05,93.26,Credit Card,Mobile
9091,2638,20260310,22,1792,65,1,889.19,0.03,862.51,Credit Card,Desktop
9092,2556,20260417,9,1047,45,3,87.73,0.21,207.92,PayPal,Desktop
9093,2578,20260827,25,47,38,3,978.92,0.07,2731.19,PayPal,Mobile
9094,2810,20260504,42,234,57,4,422.56,0.22,1318.39,PayPal,Desktop
9095,2817,20260104,38,602,92,3,461.69,0.26,1024.95,Debit Card,Mobile
9096,2763,20261001,43,799,87,4,813.1,0.16,2732.02,PayPal,Desktop
9097,2398,20260206,8,1815,99,1,853.88,0.07,794.11,Debit Card,Mobile
9098,3190,20261017,1,915,33,1,436.07,0.3,305.25,Debit Card,Desktop
9099,1593,20260415,5,125,96,1,561.66,0.11,499.88,Debit Card,Mobile
9100,1053,20260329,40,251,61,2,478.9,0.25,718.35,Debit Card,Desktop
9101,2264,20260613,33,268,29,4,956.91,0.27,2794.18,PayPal,Mobile
9102,1204,20260729,40,207,37,1,731.55,0.14,629.13,PayPal,Mobile
9103,1705,20260925,9,487,31,4,937.72,0.24,2850.67,Credit Card,Mobile
9104,193,20260226,3,481,58,3,431.31,0.05,1229.23,Credit Card,Desktop
9105,2712,20261125,38,1358,33,3,516.76,0.02,1519.27,Credit Card,Desktop
9106,1341,20260214,24,302,77,1,235.82,0.15,200.45,Credit Card,Mobile
9107,2622,20260412,2,1959,47,4,383.17,0.26,1134.18,Debit Card,Mobile
9108,3385,20261011,43,318,54,1,236.59,0.2,189.27,Credit Card,Mobile
9109,3086,20260416,15,1284,64,3,101.32,0.15,258.37,Credit Card,Desktop
9110,3193,20260514,47,825,13,1,190.19,0.18,155.96,Credit Card,Desktop
9111,2194,20261127,43,1353,16,4,815.22,0.18,2673.92,PayPal,Mobile
9112,2805,20260407,27,60,26,3,230.39,0.25,518.38,Credit Card,Mobile
9113,986,20261214,44,164,12,2,766.55,0.11,1364.46,Debit Card,Mobile
9114,205,20260329,33,1651,2,3,740.56,0.1,1999.51,Debit Card,Mobile
9115,1912,20260324,32,1118,13,2,486.04,0.12,855.43,Credit Card,Mobile
9116,1529,20260506,17,282,85,1,175.47,0.08,161.43,Credit Card,Mobile
9117,2787,20261209,32,1059,15,1,677.14,0.22,528.17,Debit Card,Mobile
9118,1947,20260227,27,744,84,4,742.37,0.29,2108.33,Debit Card,Desktop
9119,618,20260813,5,1412,33,2,839.79,0.14,1444.44,Credit Card,Desktop
9120,570,20260422,5,582,24,1,871.77,0.02,854.33,Credit Card,Mobile
9121,1080,20260713,5,96,96,2,668.54,0.04,1283.6,Debit Card,Desktop
9122,27,20260614,2,1399,74,1,370.54,0.15,314.96,Debit Card,Mobile
9123,1472,20261221,8,769,13,3,170.74,0.08,471.24,PayPal,Desktop
9124,11,20260728,40,312,28,1,365.99,0.23,281.81,PayPal,Desktop
9125,3293,20261108,12,1281,29,4,819.41,0.25,2458.23,Credit Card,Mobile
9126,3439,20261231,2,1224,71,3,411.52,0.13,1074.07,PayPal,Desktop
9127,1451,20260415,45,1586,9,4,873.62,0.3,2446.14,Debit Card,Mobile
9128,2051,20260304,35,1749,12,3,232.54,0.21,551.12,PayPal,Mobile
9129,3791,20260303,23,276,34,2,404.73,0.28,582.81,PayPal,Mobile
9130,505,20260101,14,27,98,4,881.37,0.15,2996.66,Credit Card,Desktop
9131,110,20260216,20,1578,97,1,880.67,0.16,739.76,Credit Card,Mobile
9132,269,20261226,43,268,50,2,998.77,0.27,1458.2,Credit Card,Mobile
9133,1742,20261030,45,243,7,1,686.94,0.19,556.42,PayPal,Mobile
9134,1096,20261020,27,1762,91,3,788.63,0.12,2081.98,PayPal,Desktop
9135,2341,20260813,13,215,56,3,535.69,0.06,1510.65,Credit Card,Mobile
9136,1501,20261223,24,905,40,1,847.18,0.16,711.63,PayPal,Mobile
9137,3637,20261005,32,171,63,1,374.54,0.09,340.83,Debit Card,Mobile
9138,2357,20260613,45,771,33,2,367.64,0.09,669.1,Credit Card,Mobile
9139,2406,20260319,25,477,14,1,727.67,0.23,560.31,PayPal,Mobile
9140,1723,20260616,1,1202,79,4,924.34,0.18,3031.84,Credit Card,Mobile
9141,2454,20260718,10,883,21,4,242.09,0.06,910.26,Credit Card,Desktop
9142,3301,20260920,23,298,9,1,178.26,0.01,176.48,Debit Card,Mobile
9143,2138,20261004,40,1998,57,4,154.79,0.02,606.78,Credit Card,Mobile
9144,1955,20261222,7,701,85,1,644.04,0.09,586.08,Credit Card,Desktop
9145,2398,20261013,40,1877,78,2,951.15,0.3,1331.61,PayPal,Desktop
9146,248,20260901,13,212,97,4,885.71,0.07,3294.84,Debit Card,Desktop
9147,2210,20260401,50,1589,66,4,846.96,0.03,3286.2,Debit Card,Desktop
9148,1185,20260120,15,170,74,1,484.19,0.24,367.98,Credit Card,Desktop
9149,1616,20261118,40,1985,97,4,475.6,0.06,1788.26,PayPal,Desktop
9150,3342,20261229,39,971,8,3,488.22,0.21,1157.08,Credit Card,Desktop
9151,3644,20261221,43,273,85,2,743.02,0.28,1069.95,PayPal,Desktop
9152,3507,20260121,24,767,61,2,639.41,0.27,933.54,Debit Card,Mobile
9153,2951,20260118,21,1423,30,4,892.32,0.26,2641.27,Debit Card,Mobile
9154,1284,20261011,46,1541,32,4,597.44,0.08,2198.58,PayPal,Mobile
9155,1692,20260117,29,1426,11,3,147.22,0.14,379.83,Credit Card,Desktop
9156,3652,20261130,5,759,29,3,980.87,0.22,2295.24,PayPal,Mobile
9157,2970,20261112,4,1649,57,4,152.3,0.21,481.27,Credit Card,Desktop
9158,1678,20260724,42,1646,99,4,219.69,0.29,623.92,Credit Card,Desktop
9159,1861,20260306,1,1691,73,3,295.59,0.27,647.34,PayPal,Desktop
9160,266,20260829,28,298,30,1,296.97,0.0,296.97,PayPal,Mobile
9161,2762,20260702,24,682,89,3,176.43,0.2,423.43,PayPal,Desktop
9162,2723,20260623,33,252,15,1,935.76,0.12,823.47,Credit Card,Mobile
9163,1314,20260119,44,649,45,2,876.62,0.13,1525.32,Credit Card,Mobile
9164,2947,20261207,18,408,81,2,289.44,0.14,497.84,PayPal,Mobile
9165,1841,20260929,1,974,84,3,485.71,0.27,1063.7,Debit Card,Mobile
9166,722,20260427,19,343,25,1,384.39,0.2,307.51,PayPal,Desktop
9167,1012,20260509,45,309,70,3,576.44,0.3,1210.52,PayPal,Mobile
9168,1625,20260219,13,997,68,3,756.7,0.02,2224.7,Credit Card,Mobile
9169,3317,20261007,16,1114,28,1,459.62,0.24,349.31,PayPal,Desktop
9170,3856,20260514,50,1023,89,3,231.4,0.19,562.3,PayPal,Mobile
9171,3314,20260310,14,1553,65,2,842.85,0.09,1533.99,Debit Card,Mobile
9172,3208,20260708,1,516,79,4,575.04,0.16,1932.13,PayPal,Mobile
9173,2670,20261018,30,449,17,4,238.59,0.03,925.73,Credit Card,Mobile
9174,213,20260617,40,849,18,3,146.77,0.27,321.43,Credit Card,Mobile
9175,3963,20260606,48,1492,73,1,309.69,0.2,247.75,PayPal,Mobile
9176,996,20261011,13,431,58,1,745.24,0.16,626.0,PayPal,Desktop
9177,3054,20260415,34,121,42,2,685.13,0.07,1274.34,PayPal,Mobile
9178,3827,20261110,34,1234,89,1,647.56,0.24,492.15,Debit Card,Mobile
9179,1325,20260525,40,685,9,1,956.43,0.16,803.4,Debit Card,Desktop
9180,547,20260730,12,948,26,2,513.74,0.12,904.18,Credit Card,Mobile
9181,157,20260801,18,1649,68,3,277.68,0.09,758.07,Debit Card,Mobile
9182,2565,20260531,3,1984,35,4,842.97,0.16,2832.38,PayPal,Mobile
9183,2579,20261106,18,908,55,2,183.86,0.09,334.63,Credit Card,Mobile
9184,2468,20261122,37,1809,31,3,675.7,0.15,1723.04,PayPal,Mobile
9185,465,20260511,16,1721,2,2,790.81,0.24,1202.03,Credit Card,Desktop
9186,2426,20260809,7,1201,13,3,867.9,0.27,1900.7,PayPal,Desktop
9187,1359,20261101,30,1187,87,2,586.8,0.01,1161.86,Debit Card,Mobile
9188,710,20260221,32,1523,9,3,69.43,0.02,204.12,Credit Card,Desktop
9189,1301,20260327,24,996,67,2,829.46,0.05,1575.97,Debit Card,Mobile
9190,549,20261016,5,240,29,3,58.79,0.04,169.32,PayPal,Desktop
9191,2273,20261112,26,888,4,2,658.64,0.22,1027.48,Debit Card,Mobile
9192,3087,20261112,38,660,64,4,805.03,0.02,3155.72,Credit Card,Desktop
9193,3040,20260215,33,1958,85,4,927.81,0.17,3080.33,PayPal,Desktop
9194,1598,20260629,37,1978,66,1,712.87,0.06,670.1,PayPal,Mobile
9195,818,20261117,47,1787,40,3,86.84,0.28,187.57,Credit Card,Desktop
9196,2335,20260424,12,1838,82,2,329.21,0.25,493.81,Credit Card,Mobile
9197,1930,20261218,47,1275,75,3,562.74,0.23,1299.93,Credit Card,Desktop
9198,920,20260701,38,1365,4,4,435.83,0.02,1708.45,Debit Card,Mobile
9199,2720,20260718,21,1732,32,3,481.99,0.09,1315.83,PayPal,Mobile
9200,2351,20261111,38,1158,11,2,406.66,0.1,731.99,Debit Card,Mobile
9201,404,20261201,21,381,18,3,728.52,0.05,2076.28,Debit Card,Mobile
9202,2993,20260904,9,1866,53,2,862.64,0.21,1362.97,Credit Card,Desktop
9203,1558,20260227,36,130,25,4,938.19,0.14,3227.37,PayPal,Mobile
9204,2077,20260623,7,60,100,4,549.25,0.24,1669.72,Debit Card,Mobile
9205,770,20260602,21,930,83,4,661.65,0.1,2381.94,PayPal,Mobile
9206,478,20260707,46,1792,26,1,345.14,0.02,338.24,PayPal,Desktop
9207,1270,20260831,17,608,3,4,637.38,0.12,2243.58,Credit Card,Desktop
9208,2248,20260823,20,452,11,3,605.09,0.15,1542.98,Debit Card,Mobile
9209,346,20260325,8,27,87,1,511.01,0.29,362.82,Debit Card,Desktop
9210,1663,20260811,24,1564,31,4,383.45,0.28,1104.34,Credit Card,Mobile
9211,1735,20261201,35,1534,52,3,948.72,0.0,2846.16,Debit Card,Mobile
9212,3415,20260407,2,1315,37,3,198.65,0.09,542.31,Credit Card,Mobile
9213,1072,20260523,11,1069,38,3,491.68,0.25,1106.28,PayPal,Desktop
9214,1977,20260125,9,606,44,2,992.55,0.06,1865.99,Credit Card,Mobile
9215,2163,20260314,21,1833,95,1,736.1,0.25,552.08,PayPal,Desktop
9216,927,20260615,11,785,78,3,187.58,0.26,416.43,Debit Card,Desktop
9217,81,20261205,9,1206,15,2,406.25,0.07,755.62,PayPal,Mobile
9218,1399,20260114,34,439,81,4,585.88,0.13,2038.86,Debit Card,Desktop
9219,3635,20260228,31,1823,67,3,661.73,0.27,1449.19,Debit Card,Mobile
9220,1873,20260107,38,1182,64,2,544.85,0.18,893.55,PayPal,Mobile
9221,1034,20260509,34,34,64,3,578.5,0.05,1648.72,Debit Card,Mobile
9222,1833,20260725,23,125,13,1,527.65,0.0,527.65,Debit Card,Desktop
9223,133,20260628,15,1321,10,1,313.84,0.25,235.38,Debit Card,Mobile
9224,1275,20260703,47,29,86,4,484.83,0.13,1687.21,PayPal,Desktop
9225,78,20261014,14,1160,3,3,56.35,0.05,160.6,PayPal,Mobile
9226,2749,20261226,20,908,52,2,615.9,0.22,960.8,Debit Card,Desktop
9227,155,20260601,36,1107,72,4,880.38,0.09,3204.58,PayPal,Desktop
9228,277,20260106,37,420,4,3,237.31,0.15,605.14,Debit Card,Mobile
